step,elapsed_s,reward,cumulative_reward,terminated,truncated,tilt_deg,root_ball_offset_m,foot_ball_contacts,ball_speed_mps,action_abs_mean,action_abs_max
42,0.84,0.11183491433095652,4.674009480617666,False,False,0.8018626931158976,0.005823220925042043,1,0.14517659523264675,0.38987377285957336,1.5806556940078735
43,0.86,0.1078466776410624,4.781856158258729,False,False,0.12354070345060089,0.004213167214540581,1,0.16256147072905291,0.42297929525375366,1.6324748992919922
44,0.88,0.10886751448736091,4.89072367274609,False,False,1.331044868594711,0.004060157367921691,2,0.10601883082306185,0.43656468391418457,1.584547519683838
45,0.9,0.10960546555270823,5.000329138298799,False,False,1.753123142005121,0.004105795974209149,1,0.11576356551612331,0.37657395005226135,1.6404715776443481
46,0.92,0.10753802390376525,5.107867162202564,False,False,1.7990708979882608,0.004041988040565866,1,0.08179914093822219,0.38993677496910095,1.6325446367263794
47,0.9400000000000001,0.10626155697460644,5.214128719177171,False,False,1.5473751463098278,0.003644815952704745,2,0.060906413163205,0.3107655644416809,1.5137450695037842
48,0.96,0.107224957931128,5.3213536771082985,False,False,1.1183763179129635,0.002777444994295976,2,0.04749232485333518,0.3337633013725281,1.3717643022537231
49,0.98,0.10813831870125154,5.42949199580955,False,False,0.6540186322474775,0.0020475989734742954,2,0.050792155564558204,0.341904878616333,1.3356902599334717
50,1.0,0.11662176022945493,5.546113756039005,False,False,0.3835945390667365,0.0019477230965406138,1,0.08571609783977646,0.34533944725990295,1.4105613231658936
51,1.02,0.11544993311534316,5.661563689154348,False,False,0.5435666294679408,0.002921755363077801,1,0.1224414831672026,0.3500434458255768,1.5232592821121216
52,1.04,0.1111616592116793,5.772725348366027,False,False,1.2165966135740294,0.004274751962472364,2,0.09538258925240951,0.3536086082458496,1.5984052419662476
53,1.06,0.1119863772539931,5.88471172562002,False,False,1.8220937426548507,0.004491582987981108,2,0.05621918665938131,0.35238152742385864,1.547928810119629
54,1.08,0.10956416826989182,5.994275893889912,False,False,1.8837750958707042,0.004113865884697094,1,0.0526724387677402,0.37287601828575134,1.544715404510498
55,1.1,0.10678285317791925,6.101058747067832,False,False,1.5428155622973354,0.003351454083714399,2,0.04250669714436322,0.40573325753211975,1.5372257232666016
56,1.12,0.10458239967315064,6.205641146740982,False,False,1.178855784356569,0.0023087135811684315,2,0.043668653684339316,0.37070274353027344,1.473587155342102
57,1.1400000000000001,0.10701067688347851,6.312651823624461,False,False,0.9448116626591775,0.0015005190324754876,2,0.05486420033642621,0.37955665588378906,1.4243358373641968
58,1.16,0.11189528466354279,6.424547108288004,False,False,1.0003421358734501,0.001609497985371408,1,0.09729296219272347,0.36583366990089417,1.4523558616638184
59,1.18,0.1157829465134795,6.540330054801483,False,False,1.090380611976408,0.0031376466083783672,1,0.14824856598995054,0.3180217146873474,1.4410244226455688
60,1.2,0.1099517841326167,6.6502818389341,False,False,1.3500220057041752,0.0055772297180030185,1,0.15009376029893617,0.3647870421409607,1.5171852111816406
61,1.22,0.10687376795886673,6.757155606892966,False,False,2.6610191628747795,0.006802923253683719,2,0.10295726695052436,0.3684484660625458,1.5615330934524536
62,1.24,0.10974004006310416,6.8668956469560705,False,False,3.1731130953375164,0.007393767406684985,1,0.08707924065744735,0.2926107943058014,1.5418059825897217
63,1.26,0.1106771900769795,6.97757283703305,False,False,2.8788203582184804,0.007845682950440818,2,0.03981764296899501,0.27370670437812805,1.4519221782684326
64,1.28,0.11144897427565176,7.089021811308702,False,False,2.599173782181392,0.006995048151998467,2,0.017243946459178885,0.25739938020706177,1.4553436040878296
65,1.3,0.11319411965048194,7.202215930959183,False,False,2.0841260674777087,0.005479101438391173,2,0.021263570387779204,0.29104286432266235,1.3497200012207031
66,1.32,0.11686028990771566,7.319076220866899,False,False,1.5191685736817868,0.004102100655688651,2,0.002207842284100184,0.3254372477531433,1.2733042240142822
67,1.34,0.11743323928895708,7.436509460155856,False,False,1.2563206361790065,0.0036028418824600563,2,0.040520961967916574,0.298658162355423,1.3004848957061768
68,1.36,0.1153081987184969,7.551817658874352,False,False,1.3900163107109929,0.0040521603587790785,2,0.06466253006165697,0.2922402322292328,1.3037515878677368
69,1.3800000000000001,0.11671936202189878,7.668537020896251,False,False,1.5964264940838773,0.004803556853433508,2,0.052247713651096,0.31464558839797974,1.383097767829895
70,1.4000000000000001,0.11819983625759994,7.78673685715385,False,False,1.6405596674449645,0.004952180625547295,2,0.018192502201080984,0.3102293014526367,1.4221912622451782
71,1.42,0.11788932904228057,7.904626186196131,False,False,1.4191348805725588,0.0043920745242638035,2,0.010372021006016767,0.3105212152004242,1.4733072519302368
72,1.44,0.11689269055450516,8.021518876750637,False,False,1.0292660543182488,0.0034800973866156736,2,0.020132336092363937,0.319623738527298,1.4970521926879883
73,1.46,0.11451469107801152,8.13603356782865,False,False,0.6358139780202632,0.0028870036660670322,2,0.0061047925155465685,0.38439735770225525,1.4679337739944458
74,1.48,0.11732549835910669,8.253359066187755,False,False,0.5093729481712691,0.0027560898836737715,2,0.048620482304384816,0.37926366925239563,1.458561897277832
75,1.5,0.11692855133638158,8.370287617524138,False,False,0.7225343101584402,0.0029653992184401796,1,0.10944043984930729,0.33821842074394226,1.4173498153686523
76,1.52,0.11672729174793266,8.487014909272071,False,False,1.1836598555770963,0.004694153624331004,1,0.1543129080434076,0.35796985030174255,1.3510953187942505
77,1.54,0.10998450839387991,8.596999417665952,False,False,2.290380343213454,0.007275729273441104,2,0.13065338501794488,0.359159916639328,1.4096184968948364
78,1.56,0.11286349021865286,8.709862907884604,False,False,3.4985514107727305,0.008546436085517778,1,0.09007555932021667,0.3095376789569855,1.519595980644226
79,1.58,0.1146942378057755,8.82455714569038,False,False,3.7954502029402133,0.009312037430161584,1,0.037661121541884626,0.3552371859550476,1.6043492555618286
80,1.6,0.11351500090782919,8.93807214659821,False,False,3.5529180595519154,0.008939864907805888,1,0.028693406291234097,0.3803311884403229,1.7154046297073364
81,1.62,0.1131340626267057,9.051206209224915,False,False,2.8847300882562457,0.007389631786750872,1,0.0724751333382169,0.3186717629432678,1.7416166067123413
82,1.6400000000000001,0.11406778907598651,9.165273998300902,False,False,1.8628812259960712,0.004912318260092177,1,0.10726329989485461,0.4294167160987854,1.772669792175293
83,1.6600000000000001,0.11374664861179379,9.279020646912697,False,False,0.31027427285050035,0.0021127745455880496,2,0.08398296894957902,0.45681360363960266,1.8364838361740112
84,1.68,0.11157525298209847,9.390595899894794,False,False,0.8402332052770827,0.0003057976118361973,1,0.045731009942554246,0.3372802138328552,1.8785004615783691
85,1.7,0.11961745480906893,9.510213354703863,False,False,1.2770221253885687,0.0008037941084053821,1,0.016692437734848832,0.33383235335350037,1.938267707824707
86,1.72,0.11607891205319953,9.626292266757062,False,False,1.1516507044722515,0.0010641813908051389,1,0.04578080411102342,0.35398998856544495,1.9439380168914795
87,1.74,0.11643905477731537,9.742731321534377,False,False,0.5395923140919175,0.0008025702389831398,2,0.0455221102298782,0.3879702687263489,1.9291353225708008
88,1.76,0.11870662173325898,9.861437943267635,False,False,0.14265252599748507,0.0009300430660141304,2,0.024747446586690616,0.38249629735946655,1.8818893432617188
89,1.78,0.11793241660576637,9.979370359873402,False,False,0.12194656246489412,0.0014604636384701046,2,0.012970075814406803,0.39786556363105774,1.8901591300964355
90,1.8,0.11127376556837286,10.090644125441774,False,False,0.28046336769824726,0.0021865253039370053,2,0.01186349472590727,0.3826180100440979,1.8663920164108276
91,1.82,0.10687513216180607,10.19751925760358,False,False,0.5162412542683001,0.0029447914203627606,2,0.01986690259597091,0.4368741810321808,1.7783373594284058
92,1.84,0.11129193208623132,10.308811189689811,False,False,0.5297107745986771,0.0032662105650014374,2,0.053686358691960326,0.43432560563087463,1.6891423463821411
93,1.86,0.11647198670802286,10.425283176397834,False,False,0.3560827098158758,0.0023329003831993266,1,0.11241932557710804,0.3906942307949066,1.630985975265503
94,1.8800000000000001,0.1160982663693464,10.54138144276718,False,False,0.22028696137813833,0.00032652866318188243,1,0.16231961233279163,0.39115744829177856,1.5046329498291016
95,1.9000000000000001,0.11429048236818054,10.655671925135362,False,False,1.3181922245763926,0.0025804761114016197,2,0.10839991441630173,0.42738956212997437,1.5787001848220825
96,1.92,0.11741086230929154,10.773082787444654,False,False,2.217261366535483,0.0034466783336997483,1,0.08496124888933303,0.3546704351902008,1.608444094657898
97,1.94,0.11691300361401145,10.889995791058665,False,False,2.2598406006517084,0.0041978023833752365,2,0.046361066936229045,0.30036506056785583,1.5575966835021973
98,1.96,0.1179678810451905,11.007963672103855,False,False,2.1524961825380475,0.003956592444384462,1,0.0333053973795698,0.29082944989204407,1.5413072109222412
99,1.98,0.11468863283352981,11.122652304937386,False,False,1.6068123317967176,0.003371747655285718,2,0.02760699097715168,0.3134298324584961,1.4375685453414917
100,2.0,0.11492662337761213,11.237578928314997,False,False,1.022016075139142,0.002851245490085932,2,0.01780217734557131,0.32120826840400696,1.3247839212417603
101,2.02,0.11819978245398541,11.355778710768982,False,False,0.8018626931158976,0.002774789447911062,2,0.03373173298923426,0.30437153577804565,1.3381776809692383
102,2.04,0.11914021494022686,11.47491892570921,False,False,0.860255634765995,0.0028273449953503445,1,0.0684679521947675,0.2961849868297577,1.361956000328064
103,2.06,0.11777974768472882,11.592698673393938,False,False,1.1127631755195841,0.003313350574803212,2,0.0894267666576269,0.31440240144729614,1.4092155694961548
104,2.08,0.1178176110760557,11.710516284469994,False,False,1.3322204968328886,0.0038293087137161235,2,0.049728110662259864,0.31930118799209595,1.4698930978775024
105,2.1,0.11527354310826186,11.825789827578257,False,False,1.365300496425449,0.0033739386689893517,2,0.015538674422611446,0.3243614733219147,1.496465802192688
106,2.12,0.11389806265855536,11.939687890236812,False,False,1.0686281760688359,0.002302868999593427,2,0.009409728405704592,0.32780003547668457,1.5544968843460083
107,2.14,0.11520411608207949,12.054892006318891,False,False,0.6419395587561175,0.0009446674012877131,2,0.012089710319470289,0.32702305912971497,1.539520025253296
108,2.16,0.1162455072910438,12.171137513609935,False,False,0.4801054105106927,0.00023814739107584008,2,0.009601626515554273,0.4094874858856201,1.530725121498108
109,2.18,0.11939511111240389,12.290532624722339,False,False,0.5278605610242137,0.0006482171101773376,2,0.052383377200431555,0.39237162470817566,1.5522314310073853
110,2.2,0.117815800269012,12.40834842499135,False,False,0.511672627248496,0.0004170513377591181,1,0.09993008503076631,0.3268503248691559,1.4918901920318604
111,2.22,0.1157900846716799,12.52413850966303,False,False,0.8517978639110717,0.0018528870482052008,2,0.11259835035369913,0.36412009596824646,1.4271104335784912
112,2.24,0.1191000819801722,12.643238591643202,False,False,1.4314915764229053,0.002919074809783551,2,0.061505617063538,0.3792017102241516,1.4950693845748901
113,2.2600000000000002,0.11703814747206935,12.760276739115271,False,False,1.5949548118166363,0.003017116933662716,1,0.04139180176314325,0.3414357006549835,1.529056191444397
114,2.2800000000000002,0.11885666504930906,12.87913340416458,False,False,1.4569653516332584,0.0024466059398401485,1,0.010197147398432145,0.3185173571109772,1.555842638015747
115,2.3000000000000003,0.11874663879007172,12.997880042954652,False,False,1.1716962561291826,0.00136868509640586,2,0.011968400471377006,0.2873060405254364,1.5356820821762085
116,2.32,0.11766667954401289,13.115546722498664,False,False,0.7959844784540321,0.0007608524963795836,2,0.0012018107009256626,0.3688330352306366,1.3941423892974854
117,2.34,0.11983270403980738,13.23537942653847,False,False,0.6407191275099949,0.0010179730476420064,2,0.04498166425356546,0.3926143944263458,1.3804349899291992
118,2.36,0.11896113649093527,13.354340563029405,False,False,0.6786853156708926,0.0008736505427338069,1,0.10733334996887366,0.3230651319026947,1.405791997909546
119,2.38,0.11594916065053293,13.470289723679938,False,False,0.9346082112467985,0.0023613699130155433,1,0.13840556546101407,0.34747880697250366,1.3630578517913818
120,2.4,0.11600425310760518,13.586293976787543,False,False,1.8275632337337724,0.0045657455543076375,2,0.11317013829869085,0.4049392342567444,1.465644121170044
121,2.42,0.11746584470826653,13.70375982149581,False,False,2.609320521164269,0.005391106313372862,1,0.07747991419933101,0.36385229229927063,1.5067728757858276
122,2.44,0.11231923120111444,13.816079052696924,False,False,2.667924718333835,0.005732175808655284,2,0.03549889542272502,0.3071158528327942,1.4949575662612915
123,2.46,0.11228956264197457,13.928368615338899,False,False,2.4904934377310637,0.0051360552897165715,1,0.011393568192721016,0.2758718430995941,1.4927400350570679
124,2.48,0.11288525562419843,14.041253870963097,False,False,1.9320880682420107,0.003911331639074087,2,0.023996205287961588,0.28137221932411194,1.4252657890319824
125,2.5,0.11536212737269454,14.156615998335791,False,False,1.2940708558776979,0.0025084420410733514,2,0.011566147410125948,0.3399522304534912,1.312723994255066
126,2.52,0.11803530340604791,14.274651301741839,False,False,0.949357136307031,0.0018728559785261571,2,0.03726150283006561,0.33317872881889343,1.3130102157592773
127,2.54,0.11859996248450475,14.393251264226343,False,False,0.9765864720360827,0.00220266055126216,1,0.08168783903006664,0.2841806411743164,1.3446699380874634
128,2.56,0.11739210148600737,14.510643365712351,False,False,1.3823931667891733,0.003684688675427624,2,0.09817100078215056,0.3256185054779053,1.3847882747650146
129,2.58,0.1194863485826414,14.630129714294993,False,False,1.681442945622702,0.004830092825217747,2,0.053050061036015256,0.32291102409362793,1.5049594640731812
130,2.6,0.11614240830835004,14.746272122603344,False,False,1.6342252370167152,0.0048381116823210625,2,0.02033046176050409,0.33140236139297485,1.5697673559188843
131,2.62,0.11127312744950366,14.857545250052848,False,False,1.2170790571934331,0.004014007742207627,2,0.030464058857448906,0.3274376094341278,1.6200451850891113
132,2.64,0.10980648981065085,14.9673517398635,False,False,0.6752166735899378,0.0026721698697629174,2,0.03420833030205337,0.3214644491672516,1.599142074584961
133,2.66,0.11445255505180026,15.0818042949153,False,False,0.37586515166080414,0.0019226584111752155,2,0.015446642545583283,0.3820696175098419,1.5610905885696411
134,2.68,0.11887323666694367,15.200677531582244,False,False,0.31775185295763164,0.0016746514217538294,2,0.04664027280617488,0.3634583652019501,1.5546221733093262
135,2.7,0.11796138524810608,15.31863891683035,False,False,0.49218043081037144,0.001447075532396841,1,0.08313074816281957,0.31412339210510254,1.5008295774459839
136,2.72,0.12010747874947462,15.438746395579825,False,False,0.9598115894772213,0.0016908672143758473,2,0.057053908868512165,0.35239195823669434,1.5591455698013306
137,2.74,0.11896239800612426,15.557708793585949,False,False,1.080283977281945,0.001620398342350121,2,0.02169274128627626,0.35402101278305054,1.57310950756073
138,2.7600000000000002,0.11743514115397836,15.675143934739927,False,False,0.8211529130008702,0.000912228600716183,2,0.012331534149932107,0.3543106019496918,1.5792031288146973
139,2.7800000000000002,0.11612178143005225,15.79126571616998,False,False,0.29673544559612924,0.0006246190626878711,2,0.020540847468630465,0.3641744554042816,1.599477767944336
140,2.8000000000000003,0.11584281312564702,15.907108529295627,False,False,0.3976209296106134,0.0018346481750330513,2,0.012564713138274142,0.43975329399108887,1.6433767080307007
141,2.82,0.11980189954280886,16.026910428838434,False,False,0.6752166735899378,0.0025795709236328913,2,0.03910383193808266,0.4180991053581238,1.6621333360671997
142,2.84,0.12122605964202104,16.148136488480453,False,False,0.6180230834903567,0.0020044704976649227,1,0.10460680511946359,0.3946633040904999,1.6171892881393433
143,2.86,0.11729540806737547,16.265431896547828,False,False,0.3727285197772224,0.0010005011880476202,1,0.14652442233796875,0.3351772725582123,1.4961482286453247
144,2.88,0.11045346507912622,16.375885361626953,False,False,0.8011302748506157,0.0030882934556482537,1,0.1435934417005411,0.4218020737171173,1.534265160560608
145,2.9,0.11826730597943887,16.494152667606393,False,False,2.2628698664459783,0.004261806947704005,1,0.09984090941814873,0.4072205126285553,1.5903388261795044
146,2.92,0.11036337281679358,16.604516040423185,False,False,2.5138826004847674,0.0052394469699427884,1,0.08036238986212568,0.29182249307632446,1.5704127550125122
147,2.94,0.11413365993479795,16.718649700357982,False,False,2.4452060713992663,0.005193953046786977,1,0.027276133739071062,0.27945131063461304,1.537344217300415
148,2.96,0.11428494240676534,16.832934642764748,False,False,2.1009613298943357,0.004269421103805476,2,0.01641674001217912,0.27329158782958984,1.530617594718933
149,2.98,0.11392549589981964,16.94686013866457,False,False,1.6578841036559178,0.0030933018027736107,2,0.017995876390777005,0.3343849778175354,1.3780244588851929
150,3.0,0.11530667492013871,17.062166813584707,False,False,1.3767191850410878,0.002514035933619303,2,0.045161013546954586,0.421381413936615,1.3605852127075195
151,3.02,0.11538199022747336,17.17754880381218,False,False,1.525467509067075,0.002616756744617077,1,0.08932663216215811,0.318547785282135,1.4511550664901733
152,3.04,0.11708992926345713,17.294638733075637,False,False,1.937348162781958,0.0038736994713455208,1,0.1312858462448284,0.34848299622535706,1.5205436944961548
153,3.06,0.11896586670201376,17.41360459977765,False,False,2.414515914393836,0.005242721493978898,2,0.06159013359666373,0.36968907713890076,1.6832398176193237
154,3.08,0.11320380767975319,17.526808407457402,False,False,2.370337850930965,0.005356404270502689,1,0.034910303543136,0.3342331051826477,1.7005467414855957
155,3.1,0.10973600048632864,17.63654440794373,False,False,1.8449354675971052,0.004622819680859175,2,0.030968891910486154,0.3398166596889496,1.7604033946990967
156,3.12,0.10795042328881746,17.744494831232547,False,False,1.261760507671001,0.003048638798270257,2,0.04279192815426622,0.32589593529701233,1.7645282745361328
157,3.14,0.10917564123939473,17.853670472471943,False,False,0.7094159371080256,0.0016435190487716382,2,0.030775681420093178,0.41953155398368835,1.6800769567489624
158,3.16,0.11464191294052502,17.968312385412467,False,False,0.4756010977233198,0.0013608095737269708,1,0.06216467830032576,0.4248046576976776,1.6813722848892212
159,3.18,0.11531639064611614,18.083628776058582,False,False,0.6084505544248275,0.0022862467201874345,1,0.12261801967089164,0.32078424096107483,1.6786575317382812
160,3.2,0.11723550454563979,18.200864280604222,False,False,1.1660041163060757,0.0043974017045190225,1,0.14785415484577966,0.3837514817714691,1.7104777097702026
161,3.22,0.11848297157251322,18.319347252176733,False,False,2.118217266295247,0.006419608629702442,2,0.09316439395601245,0.3936653733253479,1.800902247428894
162,3.24,0.10861625165254307,18.427963503829275,False,False,2.4952044873728476,0.007193236829517078,1,0.07347947988914973,0.3506132960319519,1.8135613203048706
163,3.2600000000000002,0.10755894627037395,18.53552245009965,False,False,2.1194180758244654,0.007824434120217574,2,0.04922328100010723,0.3588007092475891,1.8310779333114624
164,3.2800000000000002,0.1071386495358316,18.64266109963548,False,False,1.6604789691051707,0.0072854977463195645,1,0.05891570911813776,0.3192828595638275,1.8815429210662842
165,3.3000000000000003,0.10731575342496802,18.749976853060446,False,False,0.8620734325603951,0.006483340340596978,2,0.06291647397306512,0.3604617416858673,1.743932843208313
166,3.3200000000000003,0.11211737579739965,18.862094228857845,False,False,0.5875081255056505,0.006044523547355379,2,0.039390902637551004,0.37703651189804077,1.6677981615066528
167,3.34,0.11885914873715096,18.980953377594997,False,False,0.751213567708221,0.005977552526096633,2,0.04233783504033264,0.35269132256507874,1.6641743183135986
168,3.36,0.11934441499380755,19.100297792588805,False,False,0.7930290330647735,0.0059306859338294216,1,0.0772028969121367,0.32963284850120544,1.6470448970794678
169,3.38,0.11867931291476856,19.218977105503573,False,False,0.8504184079213305,0.005834489253497081,2,0.07272902893771604,0.347372442483902,1.6762161254882812
170,3.4,0.12103706813922718,19.3400141736428,False,False,0.9157847151900025,0.005352368752804505,2,0.03901283911215654,0.336174875497818,1.6684443950653076
171,3.42,0.11969652514963634,19.459710698792435,False,False,0.7808448851888667,0.004603834337657606,2,0.012930477366861018,0.3291361629962921,1.6697336435317993
172,3.44,0.11897774852105641,19.578688447313493,False,False,0.637350892340222,0.0038388733653639774,2,0.023623612049209684,0.35457614064216614,1.6722902059555054
173,3.46,0.1182067775974808,19.696895224910975,False,False,0.8079403602616808,0.0035828624294760338,2,0.023527526377795174,0.3702947497367859,1.6054890155792236
174,3.48,0.11545244689396689,19.812347671804943,False,False,1.0160633084743873,0.0037693210928102187,2,0.014031668620713644,0.4325381815433502,1.6045137643814087
175,3.5,0.11787554956172924,19.930223221366674,False,False,1.0007332864504324,0.0034511724964156843,1,0.058849558963751346,0.40928933024406433,1.613538146018982
176,3.52,0.11974952187476141,20.049972743241437,False,False,0.8069710093135919,0.001887622453196952,1,0.11864455425545935,0.36953070759773254,1.5705366134643555
177,3.54,0.11926305421652615,20.16923579745796,False,False,0.3483045901864645,0.0009294185232707302,1,0.14963551490266946,0.3668194115161896,1.535215139389038
178,3.56,0.11436095907897384,20.283596756536934,False,False,0.9082753606044326,0.003457039480891755,2,0.11046191949166145,0.37743112444877625,1.5769424438476562
179,3.58,0.11643044617162811,20.40002720270856,False,False,1.686208074569594,0.004652574407232562,1,0.07268010590724071,0.32928919792175293,1.617722988128662
180,3.6,0.1176292353934721,20.517656438102033,False,False,1.6870202884085264,0.005431276138641789,2,0.03262983874769536,0.296631395816803,1.5719473361968994
181,3.62,0.1153569263332128,20.633013364435246,False,False,1.526108796112188,0.005283837003062892,2,0.012290410259000451,0.2929093837738037,1.5351771116256714
182,3.64,0.11186414444998706,20.744877508885235,False,False,1.0610939041494014,0.00492801762232492,2,0.021154174180154025,0.2973276972770691,1.448789358139038
183,3.66,0.11542865548436763,20.860306164369604,False,False,0.6058723384365376,0.004917559392328096,2,0.00302667088076124,0.3511318564414978,1.3453965187072754
184,3.68,0.11856692481453633,20.97887308918414,False,False,0.5471545941425193,0.005124882794455398,2,0.04093869410626474,0.33764228224754333,1.3603174686431885
