run_id,update,env_steps,loss,policy_loss,value_loss,approx_kl,entropy,gradient_norm,epochs_completed,kl_early_stop,reward,reward_status
mixed,14,14336,1.5683848857879639,-0.0044869836419820786,1.4180736541748047,0.022654052823781967,-15.479822158813477,69.18829345703125,3,1.0,,not_recorded_in_source_summary
mixed,15,15360,1.5714141130447388,-0.011835609562695026,1.4284543991088867,0.017092978581786156,-15.479533195495605,65.45917510986328,5,0.0,,not_recorded_in_source_summary
mixed,16,16384,1.1989933252334595,-0.0297577865421772,1.0739622116088867,0.019654162228107452,-15.4788818359375,27.27069091796875,5,0.0,,not_recorded_in_source_summary
mixed,17,17408,1.5376533269882202,-0.015787534415721893,1.3986562490463257,0.018467385321855545,-15.478455543518066,46.26577377319336,5,0.0,,not_recorded_in_source_summary
mixed,18,18432,1.56172776222229,-0.01636059209704399,1.4233088493347168,0.02425657957792282,-15.477949142456055,67.68470001220703,5,1.0,,not_recorded_in_source_summary
mixed,19,19456,1.555256962776184,-0.0022838860750198364,1.4027668237686157,0.027006173506379128,-15.477412223815918,77.16055297851562,2,1.0,,not_recorded_in_source_summary
mixed,20,20480,1.1505768299102783,-0.030389077961444855,1.0262141227722168,0.02342698723077774,-15.475179672241211,46.277374267578125,5,1.0,,not_recorded_in_source_summary
mixed,21,21504,1.4980216026306152,-0.012694565579295158,1.3559826612472534,0.021528737619519234,-15.473360061645508,69.05449676513672,3,1.0,,not_recorded_in_source_summary
mixed,22,22528,1.5652968883514404,-0.011333312839269638,1.4219166040420532,0.021479645743966103,-15.471364974975586,32.177040100097656,4,1.0,,not_recorded_in_source_summary
mixed,23,23552,1.6047179698944092,1.695007085800171e-07,1.450008511543274,0.03135494142770767,-15.470934867858887,41.2937126159668,1,1.0,,not_recorded_in_source_summary
mixed,24,24576,1.2241907119750977,-0.004834387451410294,1.0743250846862793,0.04177854210138321,-15.470001220703125,49.82550048828125,2,1.0,,not_recorded_in_source_summary
mixed,25,25600,1.5251190662384033,-0.013795021921396255,1.3842300176620483,0.023490149527788162,-15.468412399291992,68.39171600341797,4,1.0,,not_recorded_in_source_summary
mixed,26,26624,1.522770643234253,-0.019818110391497612,1.387919306755066,0.023727182298898697,-15.46694564819336,27.540302276611328,4,1.0,,not_recorded_in_source_summary
mixed,27,27648,1.515548825263977,-0.010749706998467445,1.3716490268707275,0.02752930298447609,-15.464950561523438,71.63541412353516,5,1.0,,not_recorded_in_source_summary
mixed,28,28672,1.1606189012527466,-0.03326984494924545,1.0392518043518066,0.02376079000532627,-15.463699340820312,35.663944244384766,5,1.0,,not_recorded_in_source_summary
mixed,29,29696,1.4917664527893066,-0.013794941827654839,1.3509315252304077,0.02427687495946884,-15.462984085083008,57.359039306640625,3,1.0,,not_recorded_in_source_summary
mixed,30,30720,1.50369393825531,-0.0065896231681108475,1.3556599617004395,0.027683256193995476,-15.46236801147461,69.96903228759766,3,1.0,,not_recorded_in_source_summary
mixed,31,31744,1.4865773916244507,-0.014239108189940453,1.3461977243423462,0.02773967757821083,-15.461874008178711,28.290943145751953,3,1.0,,not_recorded_in_source_summary
mixed,32,32768,1.175681471824646,-0.02888469025492668,1.049964427947998,0.025953657925128937,-15.460165977478027,30.30150032043457,5,1.0,,not_recorded_in_source_summary
mixed,33,33792,1.4862418174743652,-0.01571357250213623,1.3473823070526123,0.02383480593562126,-15.457304000854492,25.440950393676758,5,1.0,,not_recorded_in_source_summary
mixed,34,34816,1.5286579132080078,-1.1175870895385742e-07,1.3740918636322021,0.021446160972118378,-15.456613540649414,30.091083526611328,1,1.0,,not_recorded_in_source_summary
mixed,35,35840,1.5132662057876587,7.117167115211487e-05,1.3586417436599731,0.022578325122594833,-15.455326080322266,88.23831939697266,2,1.0,,not_recorded_in_source_summary
mixed,36,36864,1.1845712661743164,-0.026043573394417763,1.0560873746871948,0.023777848109602928,-15.45274543762207,27.62838363647461,4,1.0,,not_recorded_in_source_summary
mixed,37,37888,1.412358045578003,-0.01650189235806465,1.2743613719940186,0.024170778691768646,-15.449857711791992,27.622373580932617,5,1.0,,not_recorded_in_source_summary
mixed,38,38912,1.4268652200698853,-0.02273702807724476,1.2951315641403198,0.019517116248607635,-15.447071075439453,37.722412109375,5,0.0,,not_recorded_in_source_summary
mixed,39,39936,1.4293338060379028,-0.017646770924329758,1.2925338745117188,0.024954568594694138,-15.444677352905273,37.32793045043945,4,1.0,,not_recorded_in_source_summary
mixed,40,40960,1.2306820154190063,-0.027406372129917145,1.103672981262207,0.021026108413934708,-15.441534042358398,25.150325775146484,5,1.0,,not_recorded_in_source_summary
mixed,41,41984,1.3909672498703003,-0.012235857546329498,1.2488186359405518,0.02125650644302368,-15.438453674316406,50.61019515991211,5,1.0,,not_recorded_in_source_summary
mixed,42,43008,1.396662712097168,-0.015926778316497803,1.2582286596298218,0.027587469667196274,-15.436078071594238,60.073734283447266,4,1.0,,not_recorded_in_source_summary
