seed,command_forward_mps,command_lateral_mps,command_yaw_rad_s,horizon_s,measured_steps,survived,signed_commanded_progress_m,integrated_absolute_ball_travel_m,integrated_ball_rotation_rad,foot_ball_contact_fraction,max_tilt_deg,max_root_ball_offset_m,mean_abs_body_velocity_tracking_error_mps,sustained_balance,controlled_rolling,random_ball_movement,learned_success
101,0.0,0.0,0.0,60.0,3000,True,0.0,3.679658073990109,33.95197828799523,0.9993333333333333,3.794211800673297,0.014562052993915388,0.016291874390384084,True,False,True,False
202,0.0,0.0,0.0,60.0,3000,True,0.0,4.315183156699614,39.76389204852375,0.9993333333333333,4.369015435761493,0.017205618806512862,0.017701036091808117,True,False,True,False
303,0.0,0.0,0.0,60.0,3000,True,0.0,4.491507516390006,40.561595986570936,0.9993333333333333,4.733669151434107,0.022169563732994384,0.01834674732263079,True,False,True,False
101,0.15,0.0,0.0,60.0,3000,True,1.299956021320378,3.601515991146726,32.95310280487785,0.9993333333333333,3.903545566555389,0.013167975950203796,0.14020282512624116,True,False,False,False
202,0.15,0.0,0.0,60.0,3000,True,0.3004973917973738,4.377186438758061,39.43333386135886,0.9993333333333333,4.111183933753039,0.016017119173259785,0.1362560894669115,True,False,True,False
303,0.15,0.0,0.0,60.0,3000,True,0.35659880459696325,4.4865622575068,40.13005545627823,0.9993333333333333,4.4860690652537505,0.017593815288330553,0.13647538334234602,True,False,True,False
